Adv2,INTERACTABLES,51,6,,,,,
33,2,14,29,SPIKES__NORMAL_UP,-46,-93,0,0
33,2,18,29,SPIKES__NORMAL_UP,-50,-93,0,0
33,2,6,31,TOGGLE_PLAYER_LAYER__BACK,0,0,6,3
34,2,12,31,BOUNCE_BLOCK,-76,-95,0,0
36,2,19,31,BOUNCE_BLOCK,109,-95,0,0
37,2,4,20,PLATFORM_CRUMBLING,1,-84,0,0
38,2,30,15,GRIND_RAIL__START,0,0,4,2
38,2,22,20,CHECKPOINT,5,-84,0,0
41,2,15,20,PLATFORM_THIN,0,-10,2,12
42,2,0,8,WALL_POLE__RIGHT,-64,-72,0,0
47,2,19,0,STAGE_GOAL,0,1,0,0
47,2,19,15,STAGE_GOAL,0,1,0,0
14,3,7,0,CHECKPOINT,1,-96,0,0
26,3,8,16,SPRING__BIG_UPRIGHT,0,-112,0,0
27,3,12,26,PLATFORM_CRUMBLING,0,-122,0,0
27,3,25,29,BOUNCE_BLOCK,-121,-125,0,0
28,3,20,20,WATERFALL,0,-16,4,30
28,3,9,25,BOUNCE_BLOCK,119,-121,0,0
28,3,18,31,BOUNCE_BLOCK,110,-127,0,0
29,3,12,16,WATERFALL,0,0,4,17
30,3,28,28,WATERFALL,0,0,4,11
32,3,1,0,INCLINE_RAMP,1,0,3,4
33,3,6,2,TOGGLE_PLAYER_LAYER__BACK,0,0,3,22
33,3,9,2,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,22
33,3,21,2,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
33,3,24,2,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
33,3,1,21,BOOSTER,-33,0,0,0
34,3,22,11,TOGGLE_PLAYER_LAYER__BACK,0,0,6,3
34,3,22,14,TOGGLE_PLAYER_LAYER__BACK,0,0,3,24
34,3,25,14,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,23
35,3,15,11,SPRING__SMALL_UPLEFT,0,-107,0,0
35,3,5,14,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
35,3,8,14,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
36,3,0,11,WALL_POLE__RIGHT,-128,-107,0,0
37,3,13,24,CHECKPOINT,3,-120,0,0
37,3,10,30,WALL_POLE__RIGHT,86,-126,0,0
38,3,30,25,HALFPIPE__START,0,-1,2,4
38,3,23,27,BOOSTER,41,0,0,0
40,3,19,10,SPRING__UP,1,-106,0,0
40,3,16,31,GRIND_RAIL__END,0,0,14,3
41,3,20,25,HALFPIPE__END,0,-1,2,4
47,3,19,0,STAGE_GOAL,0,1,0,0
47,3,19,15,STAGE_GOAL,0,1,0,0
16,4,19,26,GRIND_RAIL__END,0,0,10,3
17,4,4,31,BOOSTER,-36,0,0,0
23,4,5,31,BOOSTER,27,0,0,0
24,4,29,4,CHECKPOINT,2,124,0,0
25,4,4,20,SPRING__RIGHT,1,108,0,0
26,4,14,7,WALL_POLE__RIGHT,-78,121,0,0
27,4,23,28,BOOSTER__SLIGHT_RIGHT,-119,0,0,0
28,4,1,0,BOUNCE_BLOCK,0,-128,0,0
28,4,20,16,WATERFALL,0,-12,4,36
28,4,19,20,DECORATION,0,0,1,1
29,4,12,7,WATERFALL,0,0,4,23
30,4,28,7,FORCED_ICE_SLIDE,0,0,13,7
31,4,16,9,WALL_POLE__RIGHT,16,119,0,0
31,4,4,23,WATERFALL,0,-11,4,26
35,4,0,21,WATERFALL,0,-13,4,29
36,4,10,14,SPRING__UP,0,114,0,0
36,4,31,24,BOUNCE_BLOCK,97,104,0,0
37,4,10,11,WALL_POLE__RIGHT,86,117,0,0
37,4,16,28,CHECKPOINT,4,100,0,0
39,4,12,22,SPIKES__NORMAL_LEFT,20,106,0,0
40,4,28,11,SPRING__RIGHT,1,117,0,0
47,4,19,1,STAGE_GOAL,1,1,2,49
31,5,14,3,SPRING__UP,0,93,0,0
32,5,20,3,SPRING__RIGHT,1,93,0,0
