Adv2,RINGS,99,19
31,8,21,14
31,8,26,11
31,8,18,19
34,8,29,5
35,8,3,7
35,8,9,9
36,8,29,20
37,8,20,0
37,8,24,0
37,8,28,0
37,8,0,24
37,8,4,27
37,8,9,29
37,8,26,29
38,8,5,29
38,8,18,29
38,8,30,29
39,8,16,16
39,8,19,19
39,8,22,22
41,8,6,20
41,8,10,20
41,8,14,20
23,9,2,11
23,9,6,11
23,9,10,11
23,9,14,11
27,9,9,27
29,9,22,12
29,9,25,15
29,9,29,18
30,9,19,16
30,9,22,16
30,9,25,16
34,9,29,19
35,9,0,19
35,9,3,19
36,9,29,13
37,9,1,13
37,9,5,13
38,9,23,14
38,9,26,17
38,9,30,20
40,9,13,13
40,9,17,17
40,9,21,21
43,9,3,4
43,9,6,4
43,9,9,4
43,9,24,17
43,9,24,21
43,9,24,25
46,9,3,10
46,9,6,10
46,9,9,10
27,10,7,0
27,10,2,2
32,10,16,8
32,10,20,11
32,10,13,3
36,10,27,22
36,10,27,26
36,10,27,30
37,10,12,15
37,10,12,19
37,10,12,11
37,10,8,18
37,10,8,22
37,10,8,26
39,10,18,22
39,10,21,22
39,10,18,25
39,10,21,25
39,10,18,28
39,10,21,28
40,10,2,22
40,10,6,22
40,10,2,25
40,10,6,25
40,10,2,28
40,10,6,28
41,10,31,26
41,10,28,26
42,10,2,26
43,10,2,5
43,10,2,8
43,10,2,11
43,10,19,8
43,10,19,12
43,10,19,16
44,10,19,5
44,10,22,5
44,10,25,5
44,10,28,5
44,10,19,8
44,10,22,8
44,10,25,8
44,10,28,8
52,10,0,27
52,10,0,31
38,11,1,31
39,11,19,27
39,11,19,23
39,11,19,31
40,11,20,22
40,11,23,22
40,11,20,25
40,11,23,25
40,11,20,28
40,11,23,28
40,11,4,14
40,11,4,18
40,11,4,22
41,11,28,13
41,11,31,16
42,11,3,20
46,11,9,11
46,11,12,14
46,11,15,17
48,11,21,2
48,11,21,5
48,11,21,8
49,11,7,25
49,11,21,25
49,11,24,25
49,11,27,25
52,11,0,3
54,11,21,21
54,11,24,24
54,11,27,27
60,11,9,12
60,11,13,12
60,11,17,12
63,11,5,27
63,11,8,27
63,11,11,27
63,11,23,17
63,11,26,17
63,11,29,17
64,11,28,18
64,11,31,21
65,11,2,24
66,11,14,30
66,11,17,30
66,11,20,30
38,12,4,4
38,12,8,7
49,12,7,6
49,12,7,0
56,12,17,6
56,12,17,2
56,12,17,10
56,12,5,10
56,12,5,14
56,12,5,18
58,12,2,19
58,12,7,20
58,12,12,22
59,12,23,15
59,12,23,20
59,12,23,25
60,12,27,15
60,12,27,20
60,12,27,25
61,12,0,11
61,12,0,16
61,12,0,21
64,12,30,11
64,12,26,11
65,12,10,0
65,12,13,3
65,12,16,6
65,12,2,11
66,12,14,1
66,12,17,1
66,12,20,1
68,12,26,28
68,12,29,31
55,13,7,6
55,13,7,9
55,13,7,12
56,13,20,17
56,13,25,15
56,13,15,19
58,13,26,26
58,13,31,26
58,13,26,21
58,13,26,31
59,13,4,26
63,13,1,9
63,13,5,9
63,13,9,10
63,13,29,6
63,13,29,9
64,13,29,14
64,13,0,6
64,13,3,6
64,13,0,9
64,13,3,9
64,13,25,14
65,13,5,14
65,13,9,14
68,13,20,29
68,13,24,29
68,13,28,29
69,13,1,1
70,13,14,16
70,13,17,16
70,13,20,16
57,14,4,24
57,14,7,24
57,14,10,24
57,14,4,27
57,14,7,27
57,14,10,27
58,14,23,28
58,14,26,21
58,14,16,30
66,14,11,5
66,14,15,9
66,14,19,13
66,14,29,23
66,14,26,20
67,14,0,26
73,14,5,13
73,14,9,14
73,14,13,16
74,14,12,14
74,14,15,14
74,14,18,14
57,15,20,17
57,15,24,17
57,15,29,18
58,15,26,18
58,15,29,18
58,15,22,18
66,15,17,3
66,15,21,3
66,15,25,3
66,15,29,9
67,15,1,9
67,15,5,9
69,15,8,14
69,15,12,16
69,15,17,18
72,15,9,10
72,15,9,14
72,15,9,18
76,15,13,1
76,15,18,6
76,15,23,11
77,15,4,24
77,15,8,28
77,15,12,31
70,16,10,8
70,16,13,11
70,16,16,14
73,16,24,6
73,16,24,10
73,16,24,14
75,16,27,2
75,16,27,6
75,16,27,10
76,17,11,28
76,17,13,22
76,17,5,30
77,17,24,19
77,17,27,19
77,17,30,19
77,17,9,1
77,17,12,1
77,17,6,1
79,17,8,3
79,17,11,3
79,17,14,3
82,17,10,10
82,17,13,10
82,17,17,10
