Adv2,RINGS,118,18
32,7,28,8
32,7,23,8
33,7,1,8
35,7,3,0
35,7,7,0
35,7,11,0
38,7,26,14
38,7,31,15
38,7,21,13
43,7,25,17
43,7,29,18
44,7,1,19
51,7,8,3
51,7,13,3
51,7,18,3
53,7,7,0
53,7,27,16
53,7,27,21
53,7,27,26
59,7,19,25
59,7,22,28
59,7,25,31
61,7,30,4
62,7,1,7
62,7,4,10
69,7,19,0
69,7,24,2
76,7,29,8
77,7,0,8
77,7,3,8
84,7,17,6
84,7,21,6
84,7,25,6
86,7,1,8
86,7,5,8
86,7,9,8
88,7,25,22
88,7,29,26
89,7,1,30
12,8,25,11
12,8,29,11
12,8,21,11
15,8,20,6
15,8,16,7
15,8,24,4
19,8,15,3
19,8,19,3
19,8,23,3
20,8,25,7
20,8,29,7
21,8,1,7
21,8,10,23
21,8,16,23
21,8,22,23
24,8,2,26
24,8,6,28
24,8,10,30
27,8,5,24
27,8,9,24
27,8,13,24
31,8,18,19
31,8,22,19
31,8,26,19
35,8,10,12
35,8,14,11
35,8,18,10
38,8,14,18
38,8,19,18
38,8,24,18
40,8,30,6
41,8,3,6
41,8,8,6
45,8,30,10
46,8,2,12
46,8,6,14
47,8,17,23
47,8,13,24
47,8,21,22
50,8,28,0
51,8,1,0
51,8,6,0
52,8,25,18
52,8,25,22
52,8,25,26
55,8,14,7
55,8,18,7
55,8,22,7
56,8,21,18
56,8,26,18
56,8,31,18
66,8,30,19
67,8,10,19
67,8,16,19
67,8,4,19
67,8,22,19
73,8,9,14
73,8,5,14
73,8,13,14
73,8,5,16
73,8,9,16
73,8,13,16
79,8,29,18
80,8,2,16
80,8,7,14
83,8,13,19
83,8,16,19
83,8,19,19
89,8,5,2
90,8,26,19
90,8,30,19
91,8,2,19
93,8,7,13
93,8,11,13
93,8,15,13
97,8,17,20
97,8,21,20
97,8,25,20
8,9,16,6
8,9,4,2
8,9,10,4
14,9,26,17
14,9,29,20
15,9,0,23
20,9,23,10
20,9,23,14
20,9,23,18
30,9,14,22
30,9,19,22
30,9,24,22
44,9,10,3
44,9,6,2
44,9,14,4
46,9,13,0
46,9,16,0
46,9,19,0
48,9,17,28
48,9,21,31
55,9,27,15
56,9,2,15
56,9,9,15
56,9,16,15
56,9,24,15
61,9,30,23
61,9,30,29
64,9,22,16
64,9,16,10
64,9,19,13
74,9,22,4
74,9,27,4
75,9,0,4
76,9,12,19
76,9,17,19
76,9,22,19
84,9,19,15
84,9,24,15
84,9,29,15
88,9,12,29
88,9,16,29
88,9,20,29
93,9,19,10
93,9,25,10
93,9,31,10
96,9,2,5
96,9,6,5
96,9,10,5
15,10,27,18
15,10,30,21
16,10,1,24
18,10,15,1
18,10,19,1
18,10,23,1
25,10,23,10
25,10,26,13
25,10,20,7
28,10,5,14
28,10,9,14
28,10,13,14
31,10,30,16
31,10,30,20
31,10,30,24
33,10,24,14
33,10,29,14
33,10,19,14
36,10,14,25
36,10,17,25
36,10,20,25
38,10,22,2
38,10,30,2
39,10,6,2
39,10,14,2
39,10,22,2
41,10,6,3
41,10,10,3
41,10,14,3
48,10,24,2
51,10,5,16
51,10,9,14
51,10,11,10
61,10,30,3
66,10,18,27
66,10,14,27
66,10,22,27
70,10,15,8
70,10,20,8
70,10,25,8
77,10,29,12
78,10,3,18
78,10,0,15
84,10,2,7
84,10,2,12
84,10,2,17
88,10,14,28
90,10,27,8
91,10,0,8
91,10,5,8
21,11,22,22
21,11,22,10
21,11,22,16
34,11,20,17
34,11,24,17
34,11,28,17
38,11,26,25
38,11,30,25
39,11,2,25
67,11,18,13
67,11,18,19
67,11,18,25
68,11,30,25
69,11,3,25
69,11,8,25
70,11,4,30
70,11,11,30
70,11,18,30
71,11,11,30
71,11,17,30
71,11,24,30
73,11,11,0
73,11,15,0
73,11,19,0
74,11,1,7
74,11,5,7
74,11,9,7
79,11,1,15
79,11,5,17
79,11,9,18
82,11,7,12
82,11,11,12
82,11,15,12
88,11,14,2
88,11,14,8
19,12,30,3
20,12,6,11
20,12,1,8
41,12,0,29
41,12,4,27
41,12,8,25
58,12,24,10
58,12,29,10
59,12,2,10
60,12,10,10
60,12,15,10
60,12,20,10
62,12,12,11
62,12,16,10
62,12,18,7
67,12,18,20
67,12,18,14
67,12,18,26
81,12,25,6
81,12,29,6
82,12,1,6
85,12,25,6
85,12,25,12
85,12,25,18
89,12,8,4
89,12,13,4
89,12,18,4
73,13,20,7
73,13,24,7
73,13,28,7
75,13,25,31
80,13,18,19
80,13,18,26
84,13,2,27
84,13,8,27
84,13,14,27
84,13,20,27
75,14,17,3
75,14,21,1
80,14,18,9
80,14,18,2
75,15,8,10
75,15,15,10
75,15,21,10
77,15,7,22
77,15,11,22
77,15,15,22
78,15,27,22
78,15,31,22
78,15,23,22
79,15,21,19
79,15,26,19
79,15,16,19
