Adv2,INTERACTABLES,35,10,,,,,
24,7,9,4,UNDERWATER_LAVA_PLATFORM,-9,28,0,0
24,7,21,4,UNDERWATER_LAVA_PLATFORM,-21,28,0,0
5,8,24,8,BOOSTER,72,0,0,0
5,8,13,20,IA089,0,-10,2,12
8,8,23,20,AIR_BUBBLES,-23,-20,0,0
8,8,30,21,SPRING__UP,0,-21,0,0
10,8,4,21,SPRING__LEFT,1,-21,0,0
11,8,10,3,SPRING__UP,0,-3,0,0
11,8,22,8,SPIKES__HIDING_UP,-118,-8,0,0
12,8,19,14,PLATFORM_THIN,0,0,2,5
12,8,30,18,PLATFORM_THIN,0,-3,2,5
13,8,11,26,AIR_BUBBLES,85,-26,0,0
14,8,29,20,UNDERWATER_LAVA_PLATFORM,35,-20,0,0
14,8,2,27,SPRING__LEFT,0,-27,0,0
15,8,21,8,UNDERWATER_LAVA_PLATFORM,11,-8,0,0
15,8,9,20,UNDERWATER_LAVA_PLATFORM,23,-20,0,0
16,8,3,5,PLATFORM_THIN__FALLING,-3,-5,0,0
18,8,30,21,SPRING__LEFT,3,-21,0,0
19,8,6,14,AIR_BUBBLES,-102,-14,0,0
19,8,16,21,SPRING__RIGHT,2,-21,0,0
5,9,29,12,AIR_BUBBLES,67,-44,0,0
6,9,12,13,SPRING__LEFT,0,-45,0,0
12,9,15,6,CHECKPOINT,1,-38,0,0
12,9,0,7,SPRING__RIGHT,0,-39,0,0
12,9,30,7,SPRING__LEFT,0,-39,0,0
16,9,14,1,SPRING__UP,0,-33,0,0
