Adv2,RINGS,109,18
15,4,1,1
17,4,5,1
17,4,9,1
17,4,13,1
19,4,5,3
19,4,9,1
25,4,22,13
25,4,26,14
25,4,18,12
26,4,0,7
26,4,2,1
26,4,14,1
26,4,16,7
32,4,26,1
32,4,24,7
32,4,11,5
32,4,14,8
32,4,18,10
33,4,6,1
33,4,8,7
45,4,0,3
45,4,10,3
45,4,5,3
47,4,29,25
48,4,1,23
48,4,5,22
49,4,7,24
49,4,12,24
49,4,17,24
13,5,0,2
14,5,10,18
14,5,14,17
14,5,18,16
15,5,26,17
15,5,30,19
16,5,2,19
19,5,28,15
19,5,20,23
19,5,22,17
19,5,4,27
19,5,9,29
19,5,14,31
20,5,2,17
20,5,4,23
25,5,18,31
25,5,22,31
25,5,26,31
26,5,8,15
26,5,0,23
26,5,16,23
26,5,2,17
26,5,14,17
28,5,0,2
28,5,3,5
28,5,6,8
30,5,30,10
30,5,14,10
30,5,22,10
31,5,6,10
31,5,14,10
33,5,21,28
33,5,16,11
33,5,19,14
33,5,22,17
33,5,24,31
34,5,31,22
35,5,2,25
35,5,6,27
37,5,9,25
37,5,13,23
37,5,17,21
40,5,10,28
40,5,14,30
40,5,27,2
40,5,31,2
41,5,3,2
51,5,20,22
51,5,24,25
51,5,28,28
13,6,11,2
13,6,7,1
13,6,15,3
14,6,29,10
15,6,1,10
15,6,5,10
22,6,21,10
22,6,25,10
22,6,29,10
24,6,4,2
24,6,12,2
24,6,8,2
27,6,24,19
27,6,18,21
27,6,30,21
27,6,16,27
28,6,0,27
29,6,14,26
29,6,18,26
29,6,22,26
31,6,6,23
31,6,10,22
31,6,14,21
33,6,27,2
34,6,30,18
35,6,6,22
35,6,2,20
35,6,20,31
37,6,13,8
37,6,16,11
37,6,19,14
40,6,18,0
41,6,9,2
41,6,13,2
41,6,17,2
41,6,9,4
41,6,13,4
41,6,17,4
42,6,11,15
42,6,15,14
42,6,19,13
44,6,15,9
44,6,11,11
44,6,18,6
45,6,29,27
45,6,25,29
46,6,1,25
54,6,15,11
54,6,19,11
54,6,23,11
16,7,24,19
16,7,28,19
16,7,1,27
16,7,5,27
16,7,9,27
17,7,0,19
34,7,31,6
35,7,2,9
35,7,6,11
35,7,12,6
35,7,14,1
35,7,26,1
35,7,28,6
37,7,2,19
37,7,6,19
37,7,10,19
40,7,2,5
40,7,6,7
40,7,10,9
44,7,21,9
44,7,25,8
44,7,29,7
44,7,10,28
44,7,14,30
51,7,28,31
51,7,30,25
52,7,4,23
52,7,10,25
52,7,12,31
42,8,23,1
42,8,26,1
42,8,20,1
44,8,18,0
45,8,25,25
45,8,29,27
46,8,1,29
50,8,24,23
50,8,26,17
51,8,0,15
51,8,6,17
51,8,8,23
47,9,25,9
47,9,21,6
47,9,29,11
49,9,24,26
49,9,28,29
50,9,0,5
50,9,4,4
50,9,8,2
51,9,30,16
52,9,2,16
52,9,6,16
53,9,24,27
53,9,26,21
53,9,12,24
53,9,15,26
53,9,18,28
54,9,0,19
54,9,6,21
54,9,8,27
56,9,24,30
56,9,28,30
57,9,0,30
50,10,0,0
51,10,14,8
51,10,19,8
51,10,24,8
54,10,30,27
55,10,6,23
55,10,2,25
62,10,6,16
62,10,12,16
62,10,18,16
64,10,9,20
64,10,1,20
64,10,5,20
47,11,10,30
47,11,14,28
47,11,18,26
48,11,19,10
48,11,15,12
48,11,11,14
49,11,20,9
49,11,23,10
49,11,26,11
50,11,12,17
50,11,15,18
50,11,18,19
59,11,12,9
59,11,16,9
59,11,20,9
63,11,8,7
63,11,0,7
63,11,4,7
68,11,25,10
68,11,29,12
69,11,1,14
71,11,26,29
71,11,9,15
71,11,13,15
71,11,17,15
72,11,0,27
72,11,6,29
73,11,28,3
73,11,20,11
73,11,22,5
73,11,6,17
73,11,10,19
73,11,14,19
74,11,2,5
74,11,4,11
77,11,7,24
77,11,11,26
77,11,3,22
79,11,30,23
80,11,8,23
80,11,3,23
81,11,28,11
81,11,30,5
82,11,10,5
82,11,12,11
82,11,4,3
87,11,25,25
87,11,29,29
88,11,2,31
90,11,15,26
90,11,19,28
90,11,23,30
47,12,25,2
47,12,29,4
48,12,1,6
48,12,27,19
48,12,31,21
49,12,3,23
51,12,15,10
51,12,11,10
51,12,19,10
53,12,25,12
53,12,20,12
53,12,15,12
55,12,6,17
55,12,10,17
55,12,14,17
62,12,9,7
62,12,1,7
62,12,5,7
67,12,13,7
67,12,5,7
67,12,9,7
70,12,13,2
70,12,19,4
70,12,25,6
71,12,24,3
72,12,8,3
74,12,24,15
74,12,26,9
75,12,0,7
75,12,6,9
75,12,8,15
81,12,14,8
81,12,18,9
81,12,22,10
85,12,18,22
85,12,22,22
85,12,26,22
92,12,30,30
93,12,1,7
93,12,5,6
93,12,9,5
94,12,31,13
94,12,25,7
94,12,28,10
63,13,14,17
63,13,18,21
63,13,22,25
66,13,28,22
66,13,10,11
66,13,14,11
66,13,18,11
66,13,10,13
66,13,14,13
66,13,18,13
67,13,0,22
67,13,4,22
68,13,20,23
68,13,12,31
68,13,14,25
68,13,26,25
68,13,28,31
72,13,17,6
72,13,21,8
72,13,25,10
73,13,16,23
73,13,8,31
73,13,10,25
73,13,22,25
73,13,24,31
75,13,19,10
75,13,22,10
75,13,16,10
76,13,16,25
76,13,19,29
82,13,21,17
82,13,25,17
82,13,29,17
86,13,8,11
86,13,0,19
86,13,2,13
86,13,16,19
86,13,14,13
91,13,7,7
91,13,11,8
91,13,15,9
92,13,22,2
92,13,26,0
64,14,22,24
64,14,27,27
65,14,1,29
67,14,30,2
68,14,2,5
68,14,6,7
69,14,24,27
69,14,18,29
69,14,30,29
72,14,26,3
72,14,30,6
73,14,2,7
76,14,23,1
84,14,15,9
84,14,7,1
84,14,11,5
92,14,27,21
92,14,23,21
92,14,19,21
69,15,16,3
70,15,0,3
75,15,30,2
75,15,14,2
75,15,22,2
76,15,6,2
76,15,14,2
77,15,23,10
77,15,28,10
78,15,1,10
80,15,16,0
80,15,21,0
80,15,26,0
83,15,16,6
83,15,10,3
83,15,22,9
83,15,8,31
72,16,15,6
72,16,18,9
72,16,22,11
73,16,30,22
73,16,26,19
74,16,2,25
75,16,30,8
76,16,2,8
76,16,6,8
78,16,20,23
78,16,24,26
78,16,16,20
82,16,31,2
83,16,4,1
79,17,31,6
80,17,4,6
80,17,9,6
