Adv2,INTERACTABLES,109,18,,,,,
34,2,16,20,GRIND_RAIL__START_GROUND,-12,-3,24,3
43,2,8,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
43,2,24,23,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
43,2,28,23,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
97,2,19,20,TOGGLE__GOAL,0,0,0,0
4,3,28,10,SLOWING_SNOW,0,0,12,4
6,3,27,14,COMMON_THIN_PLATFORM,0,0,0,0
7,3,17,12,BOOSTER,0,0,0,0
7,3,1,14,COMMON_THIN_PLATFORM,0,0,0,0
12,3,15,26,COMMON_THIN_PLATFORM,0,0,0,0
12,3,21,26,COMMON_THIN_PLATFORM,0,0,0,0
14,3,20,8,SPIKES__NORMAL_RIGHT,0,0,0,0
14,3,2,24,WINDUP_STICK,-6,0,12,3
15,3,24,6,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,2,11
15,3,10,6,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,2,8
15,3,8,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,8
15,3,26,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,11
15,3,6,11,SPECIAL_RING,0,0,0,0
17,3,2,9,SPIKES__NORMAL_UP,0,0,0,0
19,3,8,12,BOOSTER,0,1,0,0
24,3,24,0,GRIND_RAIL__END_ALTERNATE,-12,-2,24,2
26,3,4,27,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
26,3,8,27,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
31,3,11,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
31,3,13,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
32,3,28,27,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
33,3,0,27,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
34,3,24,15,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
34,3,28,15,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
34,3,13,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
34,3,11,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
34,3,11,22,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
36,3,12,12,GRIND_RAIL__END_AIR,-12,-3,24,3
37,3,16,12,GRIND_RAIL__START_AIR,-12,-3,24,3
39,3,0,24,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
39,3,18,24,SPIKES__NORMAL_UP,0,0,0,0
39,3,22,24,SPRING__UP,0,0,0,0
40,3,1,6,SPECIAL_RING,0,0,0,0
41,3,16,24,SPIKES__NORMAL_DOWN,0,0,0,0
43,3,12,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
43,3,8,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
45,3,20,15,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
45,3,24,15,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
45,3,8,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
45,3,4,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
45,3,4,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
97,3,19,12,TOGGLE__GOAL,0,0,0,0
7,4,1,1,PIPE__START,3,0,0,0
7,4,1,4,BOOSTER,0,0,0,0
10,4,4,25,PIPE__END,1,0,0,0
11,4,2,28,ROTATING_HANDLE,0,0,0,0
12,4,12,22,GRIND_RAIL__START_AIR,-5,-3,10,3
12,4,6,22,SPIKES__NORMAL_UP,0,0,0,0
15,4,18,2,SLIDY_ICE,-30,-12,60,24
15,4,11,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,13,2
16,4,16,4,SLIDY_ICE,-12,-12,24,24
16,4,25,10,RAMP,1,0,0,0
18,4,6,10,SPRING__UP,0,0,0,0
18,4,18,4,BOOSTER,0,0,0,0
21,4,6,16,SPRING__SMALL_UPRIGHT,0,0,0,0
22,4,16,28,SPRING__BIG_UPLEFT,1,0,0,0
25,4,20,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
25,4,20,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,12
25,4,24,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,12
26,4,29,16,RAMP,0,0,0,0
28,4,10,4,BOOSTER,0,0,0,0
32,4,17,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,12
32,4,15,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,12
32,4,15,2,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
39,4,24,18,SPRING__BIG_DOWNRIGHT,1,0,0,0
40,4,4,6,SPRING__BIG_DOWNLEFT,1,0,0,0
41,4,30,4,SPRING__UP,2,0,0,0
41,4,17,6,PLATFORM_SQUARE,0,-3,0,6
46,4,24,21,TOGGLE__CHECKPOINT,0,0,0,0
48,4,21,22,RAMP,1,0,0,0
97,4,19,28,TOGGLE__GOAL,0,0,0,0
97,4,19,4,TOGGLE__GOAL,0,0,0,0
11,5,30,20,SPRING__UP,3,0,0,0
15,5,0,14,GRIND_RAIL__END_ALTERNATE,-6,-4,12,4
15,5,30,20,SLIDY_ICE,-30,-12,60,24
16,5,28,16,SLIDY_ICE,-12,-8,24,16
17,5,2,8,BOUNCY_SPRING,0,0,0,0
19,5,28,11,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
19,5,24,11,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
19,5,11,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
19,5,13,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
19,5,11,18,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
21,5,12,28,SPRING__BIG_UPRIGHT,0,0,0,0
22,5,4,5,ROTATING_HANDLE,0,0,0,0
25,5,25,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
25,5,23,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
25,5,23,18,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
26,5,8,11,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
26,5,4,11,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
29,5,16,20,HALFPIPE__START,0,-13,92,13
32,5,12,20,HALFPIPE__END,-92,-13,92,13
33,5,0,8,GRIND_RAIL__START_AIR,-12,-4,24,4
36,5,30,26,BOOSTER,0,0,0,0
38,5,17,20,RAMP,0,0,0,0
39,5,24,26,GRIND_RAIL__START_AIR,-12,-3,24,3
41,5,11,8,SPRING__UP,1,0,0,0
45,5,30,1,ROTATING_HANDLE,0,0,0,0
97,5,19,20,TOGGLE__GOAL,0,0,0,0
15,6,15,29,WINDUP_STICK,-3,0,6,3
17,6,17,21,WINDUP_STICK,-3,0,6,3
17,6,17,9,WINDUP_STICK,-3,0,6,3
27,6,24,15,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
27,6,20,15,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
32,6,5,9,WINDUP_STICK,-3,0,6,3
33,6,24,0,SLIDY_ICE,-12,-12,24,24
34,6,4,12,SLIDY_ICE,-12,-12,24,24
34,6,16,24,SLIDY_ICE,-12,-12,24,24
35,6,8,24,GRIND_RAIL__END_ALTERNATE,-3,-3,6,3
35,6,16,27,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
35,6,20,27,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
35,6,30,24,SPRING__UP,1,0,0,0
39,6,15,6,ROTATING_HANDLE,0,0,0,0
42,6,22,30,SPRING__UP,1,0,0,0
43,6,4,12,GRIND_RAIL__END_ALTERNATE,-12,-2,24,2
46,6,16,24,GRIND_RAIL__END_FORCED_JUMP,-12,-3,24,3
52,6,25,0,RAMP,1,0,0,0
55,6,4,10,SPRING__LEFT,1,0,0,0
97,6,19,12,TOGGLE__GOAL,0,0,0,0
15,7,15,9,WINDUP_STICK,-3,0,6,3
17,7,17,13,WINDUP_STICK,-3,0,6,3
17,7,17,1,WINDUP_STICK,-3,0,6,3
27,7,9,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
27,7,7,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
27,7,7,2,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
29,7,23,9,WINDUP_STICK,-3,0,6,3
29,7,23,21,WINDUP_STICK,-3,0,6,3
34,7,28,4,SLIDY_ICE,-12,-12,24,24
35,7,20,4,SLIDY_ICE,-12,-12,24,24
35,7,5,4,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,12
35,7,3,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,12
35,7,3,2,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
35,7,8,16,SLIDY_ICE,-12,-12,24,24
36,7,5,28,SLIDY_ICE,-29,-12,58,24
37,7,4,28,SLIDY_ICE,-12,-12,24,24
37,7,13,25,PIPE__START,3,0,0,0
39,7,7,1,PIPE__END,1,1,0,0
40,7,26,8,FUNNEL_SPHERE,0,0,0,0
42,7,27,0,COMMON_THIN_PLATFORM,0,0,0,0
43,7,28,28,GRIND_RAIL__START_AIR,-12,-3,24,3
43,7,1,0,COMMON_THIN_PLATFORM,0,0,0,0
43,7,22,27,SPECIAL_RING,0,0,0,0
44,7,8,10,GRIND_RAIL__END_AIR_LEFT,-12,-2,24,2
52,7,4,19,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
52,7,0,19,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
97,7,19,28,TOGGLE__GOAL,0,0,0,0
97,7,19,4,TOGGLE__GOAL,0,0,0,0
30,8,22,8,SPRING__UP,3,0,0,0
41,8,26,8,SLIDY_ICE,-30,-12,60,24
43,8,0,2,PLATFORM_B,0,0,0,0
46,8,24,26,CHECKPOINT,0,0,0,0
50,8,16,20,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,18
50,8,12,20,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,18
50,8,12,16,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,8,4
50,8,28,11,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
51,8,0,11,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
51,8,19,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,22
51,8,21,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,20
51,8,19,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
53,8,6,2,SPRING__UP,1,0,0,0
54,8,1,8,SLIDY_ICE,-12,-12,24,24
97,8,19,20,TOGGLE__GOAL,0,0,0,0
46,9,16,0,GRIND_RAIL__END_ALTERNATE,-6,-2,12,2
48,9,9,12,RAMP,0,0,0,0
49,9,22,6,BOOSTER,0,0,0,0
49,9,2,0,ROTATING_HANDLE,0,0,0,0
51,9,3,29,DASH_RING,1,0,0,0
53,9,17,24,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,12
53,9,15,24,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,12
53,9,15,22,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
53,9,28,15,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
54,9,0,15,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
54,9,25,0,SLIDY_ICE,-12,-12,24,24
55,9,14,15,SLIDY_ICE,-12,-12,24,24
97,9,19,12,TOGGLE__GOAL,0,0,0,0
55,10,28,24,SPRING__BIG_UPRIGHT,0,0,0,0
56,10,17,4,ROTATING_HANDLE,0,0,0,0
57,10,24,28,SLIDY_ICE,-24,-12,48,24
58,10,24,1,SPECIAL_RING,0,0,0,0
59,10,8,16,SLIDY_ICE,-24,-12,48,24
60,10,12,28,SLIDY_ICE,-24,-12,48,24
61,10,10,28,DASH_RING,1,0,0,0
61,10,19,21,DASH_RING,1,0,0,0
61,10,28,14,DASH_RING,2,0,0,0
65,10,8,28,SLIDY_ICE,-24,-12,48,24
73,10,28,31,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
73,10,24,31,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
82,10,9,31,CEILING_SLOPE__A,0,0,6,13
82,10,0,31,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
82,10,4,31,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
97,10,19,28,TOGGLE__GOAL,0,0,0,0
97,10,19,4,TOGGLE__GOAL,0,0,0,0
46,11,28,30,SPRING__RIGHT,1,0,0,0
48,11,24,8,GRIND_RAIL__END_GROUND,-3,-4,6,4
49,11,16,8,GRIND_RAIL__END_GROUND_LEFT,-3,-3,6,3
51,11,0,20,GRIND_RAIL__END_GROUND,-3,-2,6,2
57,11,8,20,SPRING__SMALL_UPLEFT,1,0,0,0
58,11,4,8,SLIDY_ICE,-22,-10,44,20
59,11,8,20,SLIDY_ICE,-24,-12,48,24
60,11,17,14,DASH_RING,2,0,0,0
60,11,12,20,SLIDY_ICE,-24,-12,48,24
62,11,2,20,SLIDY_ICE,-30,-12,60,24
64,11,1,8,SPRING__UP,0,0,0,0
64,11,28,20,SLIDY_ICE,-23,-12,46,24
66,11,12,8,SLIDY_ICE,-24,-12,48,24
66,11,29,20,SLIDY_ICE,-17,-12,34,24
68,11,8,8,GRIND_RAIL__START_AIR,-24,-3,48,3
72,11,10,20,SPIKES__HIDING_UP,0,0,0,0
72,11,6,20,SPIKES__HIDING_UP,0,0,0,0
73,11,13,8,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
73,11,11,8,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
73,11,11,6,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
76,11,16,20,GRIND_RAIL__START_AIR,-12,-3,24,3
82,11,22,20,RAMP,1,0,0,0
82,11,4,29,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,10,4
82,11,0,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,9
84,11,24,20,SLIDY_ICE,-24,-12,48,24
85,11,22,26,SLIDY_ICE,-18,-12,36,24
88,11,10,2,SPRING__SMALL_UPRIGHT,0,0,0,0
89,11,8,22,SPRING__BIG_UPLEFT,0,0,0,0
90,11,0,26,GRIND_RAIL__START_AIR,-12,-3,24,3
90,11,8,2,SPECIAL_RING,0,0,0,0
97,11,19,20,TOGGLE__GOAL,0,0,0,0
47,12,20,0,GRIND_RAIL__START_GROUND,-3,-4,6,4
47,12,8,0,GRIND_RAIL__END_GROUND_LEFT,-3,-3,6,3
49,12,4,24,GRIND_RAIL__END_ALTERNATE,-3,-3,6,3
50,12,5,24,RAMP,1,0,0,0
51,12,0,12,ROTATING_HANDLE,0,0,0,0
55,12,28,20,SPRING__BIG_UPRIGHT,1,0,0,0
61,12,4,0,SLIDY_ICE,-24,-12,48,24
61,12,16,12,SLIDY_ICE,-12,-12,24,24
63,12,12,18,SLIDY_ICE,-24,-12,48,24
64,12,4,30,SLIDY_ICE,-18,-12,36,24
65,12,20,0,SLIDY_ICE,-24,-12,48,24
66,12,12,12,SLIDY_ICE,-12,-12,24,24
67,12,4,12,ROTATING_HANDLE,0,0,0,0
68,12,2,12,SPRING__UP,2,0,0,0
72,12,0,12,GRIND_RAIL__END_ALTERNATE,-3,-3,6,3
74,12,28,3,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
74,12,17,12,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,14
74,12,15,12,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,14
74,12,15,10,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
75,12,0,3,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
75,12,12,26,SPRING__BIG_UPRIGHT,2,0,0,0
78,12,0,24,ROTATING_HANDLE,0,0,0,0
78,12,12,6,GRIND_RAIL__END_ALTERNATE,-12,-3,24,3
82,12,4,1,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,10,4
82,12,12,12,SPRING__UP,3,0,0,0
83,12,20,6,SLIDY_ICE,-23,-12,46,24
84,12,18,24,SLIDY_ICE,-29,-20,58,40
88,12,16,2,SPRING__BIG_UPRIGHT,0,0,0,0
93,12,24,24,GRIND_RAIL__END_FORCED_JUMP,-12,-3,24,3
93,12,24,0,GRIND_RAIL__END_ALTERNATE,-3,-3,6,3
94,12,22,12,SLIDY_ICE,-18,-12,36,24
95,12,8,24,SLIDY_ICE,-12,-12,24,24
97,12,19,12,TOGGLE__GOAL,0,0,0,0
64,13,28,16,SLIDY_ICE,-24,-12,48,24
65,13,14,28,SLIDY_ICE,-18,-12,36,24
68,13,20,19,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
68,13,16,19,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
68,13,5,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
68,13,3,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
68,13,3,26,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
72,13,0,4,GRIND_RAIL__START_AIR,-12,-3,24,3
72,13,31,28,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
72,13,31,26,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
73,13,4,16,GRIND_RAIL__END_ALTERNATE,-3,-2,6,2
73,13,25,16,RAMP,1,0,0,0
73,13,1,28,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
73,13,16,19,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
73,13,12,19,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
77,13,5,4,RAMP,0,0,0,0
86,13,8,7,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
86,13,4,7,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
86,13,13,7,CEILING_SLOPE__A,0,0,6,13
87,13,12,10,SLIDY_ICE,-22,-12,44,24
88,13,4,19,SLIDY_ICE,-24,-12,48,24
90,13,2,4,SPRING__UP,3,0,0,0
90,13,24,4,GRIND_RAIL__END_GROUND_LEFT,-3,-3,6,3
91,13,2,13,DASH_RING,7,0,0,0
91,13,2,31,DASH_RING,0,0,0,0
95,13,26,4,SLIDY_ICE,-18,-12,36,24
97,13,17,15,GOAL_LEVER,0,0,0,0
97,13,19,4,TOGGLE__GOAL,0,0,0,0
66,14,9,8,WINDUP_STICK,-3,0,6,3
69,14,24,23,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,4,4
69,14,20,23,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,4
69,14,7,30,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,5,2
71,14,30,24,FUNNEL_SPHERE,0,0,0,0
77,14,20,11,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,24,3
77,14,20,14,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,2
77,14,18,5,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,28,2
77,14,16,5,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,5
78,14,21,5,PIPE__START,3,0,0,0
78,14,14,5,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,5
78,14,9,29,WINDUP_STICK,-3,0,6,3
80,14,8,29,PIPE__END,1,0,0,0
82,14,8,26,SPRING__UP,0,0,0,0
82,14,13,8,WINDUP_STICK,-9,0,18,3
85,14,22,18,ROTATING_HANDLE,0,0,0,0
86,14,8,5,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,10,4
86,14,16,20,SPRING__UP,3,0,0,0
86,14,8,9,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,10,4
86,14,4,4,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,4,9
88,14,30,2,DASH_RING,1,0,0,0
88,14,16,8,SLIDY_ICE,-22,-12,44,24
89,14,20,20,SLIDY_ICE,-24,-12,48,24
89,14,20,2,SLIDY_ICE,-12,-6,24,12
90,14,24,10,DASH_RING,1,0,0,0
90,14,0,8,SLIDY_ICE,-12,-6,24,12
90,14,12,14,SLIDY_ICE,-12,-6,24,12
93,14,18,1,WINDUP_STICK,-6,0,12,3
93,14,22,20,SPRING__UP,0,0,0,0
66,15,10,0,SPRING__UP,0,0,0,0
69,15,9,0,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,3,24
69,15,7,0,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,2,24
74,15,16,12,HALFPIPE__START,0,-13,92,13
77,15,12,12,HALFPIPE__END,-92,-13,92,13
81,15,5,6,ROTATING_HANDLE,0,0,0,0
82,15,28,0,GRIND_RAIL__END_GROUND_LEFT,-6,-4,12,4
82,15,18,0,SPRING__UP,0,0,0,0
84,15,0,12,GRIND_RAIL__END_GROUND,-6,-4,12,4
84,15,12,10,SPRING__LEFT,2,0,0,0
90,15,24,0,SLIDY_ICE,-24,-12,48,24
91,15,28,0,SLIDY_ICE,-24,-12,48,24
74,16,29,28,RAMP,0,0,0,0
75,16,24,13,ROTATING_HANDLE,0,0,0,0
80,16,8,7,TOGGLE_PLAYER_LAYER__FOREGROUND,0,0,24,3
80,16,8,1,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,26,2
80,16,8,10,TOGGLE_PLAYER_LAYER__BACKGROUND,0,0,24,2
81,16,29,4,BOOSTER,0,0,0,0
81,16,10,4,SPIKES__NORMAL_UP,0,0,0,0
