Adv2,RINGS,28,11
22,8,14,4
22,8,22,12
22,8,25,15
22,8,28,18
23,8,5,27
23,8,8,30
23,8,11,33
23,9,24,14
23,9,27,16
23,9,31,17
