Adv2,RINGS,105,16
63,11,3,0
63,11,3,3
63,11,6,3
63,11,9,3
67,11,13,10
67,11,16,10
67,11,19,10
69,11,25,31
71,11,25,24
71,11,28,24
71,11,31,24
74,11,14,0
78,11,25,12
78,11,28,12
78,11,31,12
80,11,27,24
80,11,31,28
84,11,18,31
87,11,8,3
87,11,14,4
87,11,19,5
89,11,19,0
89,11,23,0
89,11,27,0
69,12,29,3
70,12,1,7
71,12,9,23
71,12,13,23
71,12,17,23
72,12,19,18
72,12,22,22
72,12,14,15
77,12,26,14
77,12,29,14
78,12,0,14
81,12,3,0
82,12,26,20
82,12,30,20
83,12,6,20
83,12,10,20
83,12,14,20
84,12,24,0
84,12,30,2
85,12,30,14
85,12,30,17
85,12,30,21
88,12,24,5
88,12,28,9
89,12,0,13
90,12,7,20
90,12,9,14
90,12,1,22
72,13,21,30
76,13,6,11
76,13,6,15
76,13,6,19
76,13,6,30
82,13,8,2
82,13,8,5
82,13,8,8
82,13,30,25
82,13,26,21
82,13,30,21
82,13,26,25
83,13,2,21
83,13,6,21
83,13,10,21
83,13,14,21
83,13,2,25
83,13,6,25
83,13,10,25
83,13,14,25
86,13,30,7
86,13,24,4
87,13,1,12
72,14,19,4
72,14,13,7
76,14,6,2
76,14,6,6
