Adv2,RINGS,128,20
92,13,27,0
92,13,27,5
92,13,27,10
97,13,21,9
97,13,13,9
97,13,17,9
100,13,20,18
100,13,14,22
100,13,17,22
100,13,20,22
100,13,14,18
100,13,17,18
102,13,24,13
102,13,17,20
102,13,31,20
102,13,19,15
102,13,29,15
74,14,19,31
74,14,23,31
74,14,27,31
74,14,2,3
74,14,2,6
74,14,2,9
77,14,23,16
77,14,26,16
77,14,29,16
79,14,4,20
79,14,4,24
79,14,4,28
80,14,31,0
80,14,28,0
81,14,2,0
84,14,12,29
84,14,7,31
84,14,17,31
87,14,25,10
87,14,28,10
87,14,31,10
89,14,8,5
89,14,15,12
89,14,1,12
89,14,3,7
89,14,13,7
92,14,27,24
92,14,30,24
92,14,27,27
92,14,30,27
93,14,24,29
93,14,31,26
93,14,1,24
93,14,1,27
102,14,17,0
102,14,17,7
102,14,17,14
104,14,23,26
104,14,23,21
104,14,23,16
104,14,27,16
104,14,19,16
104,14,19,12
104,14,23,12
104,14,27,12
104,14,23,8
109,14,3,7
109,14,6,7
109,14,9,7
109,14,3,10
109,14,6,10
109,14,9,10
79,15,16,5
79,15,16,9
79,15,16,1
84,15,19,4
84,15,5,4
84,15,5,29
86,15,0,14
86,15,4,14
86,15,8,14
92,15,20,15
92,15,28,11
92,15,12,19
93,15,16,1
94,15,15,29
94,15,11,29
94,15,7,29
103,15,29,11
103,15,25,11
104,15,1,11
106,15,10,14
106,15,16,17
106,15,22,20
110,15,6,0
110,15,6,5
110,15,6,10
74,16,8,21
74,16,15,14
74,16,1,14
74,16,3,19
74,16,13,19
76,16,12,16
76,16,16,16
84,16,5,2
84,16,5,7
88,16,26,1
88,16,30,1
88,16,17,19
88,16,24,15
88,16,10,23
89,16,2,1
89,16,0,11
92,16,22,31
92,16,27,28
93,16,30,11
93,16,30,15
93,16,30,19
96,16,16,29
96,16,8,22
96,16,12,26
98,16,28,2
99,16,0,2
106,16,30,31
106,16,26,12
106,16,29,12
107,16,0,12
108,16,18,11
108,16,22,11
108,16,26,11
74,17,8,14
74,17,11,14
74,17,14,14
76,17,27,20
76,17,31,20
88,17,10,22
88,17,16,25
88,17,22,28
92,17,19,4
93,17,20,25
93,17,22,30
93,17,15,23
97,17,2,15
97,17,7,20
97,17,11,24
98,17,30,7
99,17,1,7
99,17,4,7
101,17,21,18
101,17,24,18
101,17,27,18
104,17,23,1
104,17,23,5
104,17,23,9
105,17,26,23
106,17,30,19
106,17,2,19
107,17,4,1
107,17,6,9
107,17,4,17
108,17,3,2
108,17,6,7
108,17,9,12
111,17,8,31
111,17,14,28
111,17,19,25
113,17,10,30
93,18,22,4
97,18,25,4
97,18,25,8
97,18,25,13
99,18,8,8
99,18,13,11
99,18,20,15
99,18,27,18
100,18,26,13
100,18,24,21
100,18,24,5
100,18,18,3
100,18,18,23
100,18,18,3
100,18,18,23
104,18,22,27
105,18,22,1
105,18,26,11
106,18,2,16
106,18,30,15
107,18,6,25
107,18,4,17
108,18,31,5
109,18,4,7
109,18,9,9
111,18,15,29
111,18,18,29
111,18,21,29
113,18,10,2
113,18,10,6
104,19,24,1
104,19,30,3
106,19,30,3
107,19,4,1
