Adv2,INTERACTABLES,35,11,,,,,
8,5,13,14,MOVING_SPRING,-2,0,4,2
8,5,0,23,LIFT,0,73,0,0
12,5,8,2,IA097,1,94,0,0
12,5,3,7,IA097,0,89,0,0
12,5,0,9,TOGGLE__PLAYER_FLOAT,0,0,12,16
12,5,7,15,IA097,2,81,0,0
12,5,2,22,IA097,0,74,0,0
12,5,0,25,TOGGLE__PLAYER_FLOAT,0,0,12,16
12,5,8,25,IA097,1,71,0,0
12,5,5,29,IA097,1,67,0,0
13,5,4,1,PLATFORM_THIN,0,0,4,2
13,5,24,1,BOULDER_SPAWNER,1,95,0,0
13,5,14,15,SPRING__UP,0,81,0,0
14,5,26,3,TORCH,38,93,0,0
14,5,26,15,TORCH,38,81,0,0
14,5,26,27,TORCH,38,69,0,0
15,5,1,3,TORCH,31,93,0,0
15,5,10,3,TORCH,22,93,0,0
15,5,13,27,TORCH,19,69,0,0
15,5,22,27,TORCH,10,69,0,0
17,5,8,1,WATERFALL,-5,-7,12,16
17,5,20,1,WATERFALL,-5,-7,12,16
17,5,8,2,LAVA,1,0,24,4
20,5,1,8,LIFT,127,88,0,0
20,5,29,10,RUN_WHEEL,6,86,27,0
20,5,10,18,RUN_WHEEL,0,78,55,0
31,5,28,13,SPIKES__NORMAL_LEFT,4,83,0,0
31,5,28,17,SPIKES__NORMAL_LEFT,4,79,0,0
5,6,16,8,IA085,80,56,0,0
5,6,30,12,IA085,66,52,0,0
5,6,2,13,DECORATION,94,51,0,0
5,6,10,24,SPIKES__NORMAL_UP,86,40,0,0
5,6,14,24,SPIKES__NORMAL_UP,82,40,0,0
5,6,18,24,SPIKES__NORMAL_UP,78,40,0,0
5,6,22,24,SPIKES__NORMAL_UP,74,40,0,0
5,6,26,24,SPIKES__NORMAL_UP,70,40,0,0
5,6,30,24,SPIKES__NORMAL_UP,66,40,0,0
6,6,12,8,IA085,52,56,0,0
6,6,2,24,SPIKES__NORMAL_UP,62,40,0,0
6,6,6,24,SPIKES__NORMAL_UP,58,40,0,0
6,6,10,24,SPIKES__NORMAL_UP,54,40,0,0
6,6,14,24,SPIKES__NORMAL_UP,50,40,0,0
6,6,18,24,SPIKES__NORMAL_UP,46,40,0,0
6,6,22,24,SPIKES__NORMAL_UP,42,40,0,0
7,6,2,12,CHECKPOINT,1,52,0,0
9,6,21,18,BOUNCE_BLOCK,-53,46,0,0
10,6,8,10,BOUNCE_BLOCK,-72,54,0,0
10,6,1,18,BOUNCE_BLOCK,-65,46,0,0
12,6,4,5,IA097,2,59,0,0
14,6,29,0,RUN_WHEEL,2,64,30,0
15,6,20,5,BOULDER_SPAWNER,1,59,0,0
15,6,9,17,RUN_WHEEL,6,47,35,0
16,6,29,7,TORCH,-29,57,0,0
17,6,6,7,TORCH,-38,57,0,0
17,6,14,7,TORCH,-46,57,0,0
18,6,21,21,RUN_WHEEL,6,43,45,0
18,6,12,24,CHECKPOINT,3,40,0,0
18,6,24,28,SPIKES__NORMAL_RIGHT,-88,36,0,0
19,6,17,8,RUN_WHEEL,7,56,110,0
19,6,2,16,PLATFORM_SQUARE,0,0,2,6
20,6,0,8,PLATFORM_THIN,0,0,2,6
20,6,16,12,PLATFORM_SQUARE,0,1,6,2
21,6,16,13,SPRING__LEFT,0,51,0,0
22,6,28,8,SPRING__BIG_UPLEFT,0,56,0,0
22,6,4,27,SPRING__BIG_UPRIGHT,0,37,0,0
25,6,28,12,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
25,6,12,13,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
25,6,15,13,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
25,6,28,14,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,18
25,6,31,14,TOGGLE_PLAYER_LAYER__BACK,0,0,2,18
26,6,26,0,SPIKES__NORMAL_UP,-90,64,0,0
29,6,29,15,PLATFORM_THIN,-2,0,4,2
29,6,29,25,PLATFORM_THIN,0,0,4,2
30,6,22,6,SPIKES__HIDING_UP,42,58,0,0
14,7,31,25,PLATFORM_SQUARE,0,1,5,2
17,7,2,23,TORCH,-34,9,0,0
17,7,9,23,TORCH,-41,9,0,0
17,7,18,23,TORCH,-50,9,0,0
17,7,0,28,CHECKPOINT,2,4,0,0
17,7,26,31,BOWL,-58,1,0,0
22,7,28,14,SPRING__BIG_UPLEFT,0,18,0,0
29,7,24,12,PLATFORM_SQUARE,0,0,2,6
18,8,14,18,MOVING_SPRING,0,0,2,5
22,8,4,1,SPRING__BIG_UPRIGHT,0,-1,0,0
22,8,28,20,SPRING__BIG_UPLEFT,0,-20,0,0
23,8,29,12,SKATING_STONE,1,0,0,0
27,8,0,27,SPRING__BIG_UPRIGHT,0,-27,0,0
28,8,10,8,PLATFORM_THIN__FALLING,118,-8,0,0
28,8,19,10,RUN_WHEEL,0,-10,55,0
29,8,17,5,RUN_WHEEL,6,-5,55,0
29,8,11,6,PLATFORM_THIN__FALLING,85,-6,0,0
32,8,13,12,STAGE_GOAL,0,1,0,0
18,9,7,0,BOOSTER,-71,0,0,0
21,9,22,24,BOOSTER,74,0,0,0
22,9,4,7,SPRING__BIG_UPRIGHT,0,-39,0,0
22,9,28,26,SPRING__SMALL_UPLEFT,0,-58,0,0
26,9,22,20,LIFT,-86,-52,0,0
26,9,13,30,CHECKPOINT,4,1,1,1
27,9,24,14,SPRING__SMALL_UPLEFT,0,-46,0,0
32,9,13,0,STAGE_GOAL,1,1,0,0
26,10,26,7,PLATFORM_THIN__FALLING,-90,-71,0,0
27,10,6,7,PLATFORM_THIN__FALLING,-102,-71,0,0
28,10,26,5,SPRING__UP,1,-69,0,0
