Adv2,INTERACTABLES,41,12,,,,,
15,7,29,22,BOOSTER,3,0,0,0
18,7,19,13,MOVING_SPRING,0,0,5,2
19,7,22,4,SPIKES__NORMAL_DOWN,-118,28,0,0
19,7,26,4,SPIKES__NORMAL_DOWN,-122,28,0,0
19,7,24,24,IA089,0,-11,2,13
24,7,0,0,SPRING__RIGHT,0,32,0,0
26,7,24,4,CHECKPOINT,4,28,0,0
27,7,11,13,PLATFORM_SQUARE,0,0,2,6
27,7,27,22,AIR_BUBBLES,-123,10,0,0
28,7,4,23,SPRING__LEFT,0,9,0,0
29,7,6,11,SPRING__UP,0,21,0,0
30,7,18,10,FERRIS_WHEEL,13,2,2,10
30,7,18,10,FERRIS_WHEEL,7,2,2,10
30,7,18,10,FERRIS_WHEEL,2,2,2,10
30,7,20,28,AIR_BUBBLES,44,4,0,0
32,7,22,4,SPIKES__NORMAL_UP,-22,28,0,0
32,7,26,4,SPIKES__NORMAL_UP,-26,28,0,0
32,7,30,4,SPIKES__NORMAL_UP,-30,28,0,0
32,7,16,5,SPRING__UP,0,27,0,0
33,7,2,4,SPIKES__NORMAL_UP,-34,28,0,0
33,7,6,4,SPIKES__NORMAL_UP,-38,28,0,0
33,7,10,4,SPIKES__NORMAL_UP,-42,28,0,0
35,7,26,20,SPRING__BIG_UPRIGHT,0,12,0,0
37,7,26,29,SPRING__UP,1,3,0,0
18,8,3,8,AIR_BUBBLES,-67,-8,0,0
18,8,10,9,SPRING__UP,0,-9,0,0
21,8,7,6,FERRIS_WHEEL,4,2,2,15
21,8,7,6,FERRIS_WHEEL,0,2,2,15
21,8,7,6,FERRIS_WHEEL,8,2,2,15
21,8,7,6,FERRIS_WHEEL,12,2,2,15
21,8,30,14,AIR_BUBBLES,66,-14,0,0
22,8,6,12,PLATFORM_SQUARE,0,0,9,2
23,8,16,18,PLATFORM_THIN,0,-2,2,4
23,8,31,26,AIR_BUBBLES,1,-26,0,0
24,8,29,20,CHECKPOINT,3,-20,0,0
28,8,27,20,AIR_BUBBLES,101,-20,0,0
29,8,4,14,PLATFORM_SQUARE,0,0,2,3
30,8,9,8,PLATFORM_SQUARE,0,0,2,4
20,9,12,0,AIR_BUBBLES,116,-32,0,0
20,9,18,0,SPIKES__HIDING_UP,110,-32,0,0
21,9,18,12,BOOSTER,78,0,0,0
23,9,20,5,MOVING_SPRING,0,0,3,2
25,9,4,1,SPRING__RIGHT,2,-33,0,0
27,9,16,0,BOOSTER,-112,0,0,0
29,9,26,1,SPRING__LEFT,3,-33,0,0
